voxel	182	95	213
voxel	183	95	213
voxel	182	96	213
voxel	183	96	213
voxel	183	97	213
voxel	182	97	214
voxel	183	97	214
voxel	184	97	214
voxel	183	98	214
voxel	184	98	214
voxel	183	99	214
voxel	184	99	214
voxel	185	99	214
voxel	183	100	214
voxel	184	100	214
voxel	185	100	214
voxel	184	101	214
voxel	183	101	215
voxel	184	101	215
voxel	185	101	215
voxel	184	102	215
voxel	185	102	215
voxel	186	102	215
voxel	184	103	215
voxel	185	103	215
voxel	184	104	216
voxel	185	105	216
voxel	185	106	216
voxel	186	106	216
voxel	186	107	216
voxel	185	108	217
voxel	186	109	217
voxel	186	110	218
voxel	187	111	218
voxel	188	112	218
voxel	187	113	219
voxel	188	114	219
voxel	188	115	219
voxel	189	116	219
voxel	190	117	219
voxel	189	118	220
voxel	190	118	220
voxel	191	119	220
voxel	190	120	220
voxel	191	121	220
voxel	190	122	221
voxel	189	123	221
voxel	189	124	221
voxel	189	125	221
area	3.618136134933162
angle	0.30627736916966936
volume	49
curve	1.0227442474763038
touch	false
logistic	1.0

voxel	342	215	234
voxel	343	215	234
voxel	341	216	234
voxel	342	216	234
voxel	341	217	234
voxel	339	218	234
voxel	337	217	234
voxel	338	217	234
voxel	336	218	234
voxel	336	219	234
voxel	335	220	234
voxel	334	221	234
voxel	335	221	234
voxel	334	222	234
voxel	334	223	234
voxel	340	218	234
voxel	341	218	234
voxel	339	219	234
voxel	340	219	234
voxel	339	220	234
voxel	339	221	234
voxel	338	222	234
voxel	338	223	234
voxel	337	224	234
voxel	333	224	235
voxel	332	225	235
voxel	333	225	235
voxel	332	226	235
voxel	332	227	235
voxel	332	226	236
voxel	331	227	236
voxel	331	228	236
voxel	331	228	237
voxel	330	229	237
voxel	331	229	237
voxel	329	230	237
voxel	330	230	237
voxel	329	231	237
voxel	330	231	237
voxel	329	232	237
voxel	329	233	237
voxel	328	231	238
voxel	329	231	238
voxel	330	231	238
voxel	328	232	238
voxel	329	232	238
voxel	327	233	238
voxel	328	233	238
voxel	329	233	238
voxel	327	234	238
voxel	328	234	238
voxel	327	235	238
voxel	328	235	238
voxel	327	236	238
voxel	327	237	238
voxel	325	236	239
voxel	326	236	239
voxel	327	236	239
voxel	325	237	239
voxel	324	237	239
voxel	326	237	239
voxel	327	237	239
voxel	325	238	239
voxel	323	238	239
voxel	324	238	239
voxel	326	238	239
voxel	324	239	239
voxel	322	239	239
voxel	323	239	239
voxel	325	239	239
voxel	326	239	239
voxel	324	240	239
voxel	322	240	239
voxel	323	240	239
voxel	325	240	239
voxel	323	241	239
voxel	322	241	239
voxel	324	241	239
voxel	325	241	239
voxel	323	242	239
voxel	322	242	239
voxel	324	242	239
voxel	322	243	239
voxel	323	243	239
voxel	322	244	239
voxel	323	244	239
voxel	322	245	239
voxel	321	244	240
voxel	322	244	240
voxel	323	244	240
voxel	321	245	240
voxel	320	245	240
voxel	322	245	240
voxel	320	246	240
voxel	319	246	240
voxel	321	246	240
voxel	322	246	240
voxel	320	247	240
voxel	318	247	240
voxel	319	247	240
voxel	321	247	240
voxel	319	248	240
voxel	318	248	240
voxel	320	248	240
voxel	321	248	240
voxel	319	249	240
voxel	318	249	240
voxel	320	249	240
voxel	318	250	240
voxel	319	250	240
voxel	318	248	241
voxel	319	248	241
voxel	320	248	241
voxel	321	248	241
voxel	319	249	241
voxel	317	249	241
voxel	318	249	241
voxel	320	249	241
voxel	318	250	241
voxel	317	250	241
voxel	319	250	241
voxel	320	250	241
voxel	318	251	241
voxel	317	251	241
voxel	319	251	241
voxel	317	252	241
voxel	318	252	241
voxel	317	253	241
voxel	318	253	241
area	0.5852057359806437
angle	0.1173100252145913
volume	129
curve	1.0191691110556877
touch	false
logistic	1.0

voxel	340	304	114
voxel	340	305	114
voxel	338	304	115
voxel	339	304	115
voxel	340	304	115
voxel	338	305	115
voxel	339	305	115
voxel	340	305	115
voxel	337	304	116
voxel	338	304	116
voxel	339	304	116
voxel	337	305	116
voxel	338	305	116
voxel	339	305	116
voxel	336	304	117
voxel	337	304	117
voxel	338	304	117
voxel	336	305	117
voxel	337	305	117
voxel	338	305	117
voxel	336	303	118
voxel	335	304	118
voxel	336	304	118
voxel	337	304	118
voxel	335	305	118
voxel	336	305	118
voxel	337	305	118
voxel	334	303	119
voxel	335	303	119
voxel	334	304	119
voxel	335	304	119
voxel	336	304	119
voxel	334	305	119
voxel	335	305	119
voxel	336	305	119
voxel	333	303	120
voxel	334	303	120
voxel	333	304	120
voxel	334	304	120
voxel	335	304	120
voxel	334	305	120
voxel	335	305	120
voxel	332	303	121
voxel	333	303	121
voxel	332	304	121
voxel	333	304	121
voxel	334	304	121
voxel	332	303	122
voxel	333	303	122
voxel	331	304	122
voxel	332	304	122
voxel	333	304	122
voxel	331	303	123
voxel	332	303	123
voxel	331	304	123
voxel	332	304	123
voxel	333	304	123
voxel	330	303	124
voxel	331	303	124
voxel	330	304	124
voxel	331	304	124
voxel	332	304	124
voxel	330	303	125
voxel	331	303	125
voxel	330	304	125
voxel	331	304	125
voxel	330	305	125
voxel	329	303	126
voxel	330	303	126
voxel	329	304	126
voxel	330	304	126
voxel	329	305	126
voxel	330	305	126
voxel	328	303	127
voxel	329	303	127
voxel	328	304	127
voxel	329	304	127
voxel	330	304	127
voxel	328	305	127
voxel	329	305	127
voxel	328	303	128
voxel	329	303	128
voxel	327	304	128
voxel	328	304	128
voxel	329	304	128
voxel	328	305	128
voxel	329	305	128
voxel	328	303	129
voxel	327	304	129
voxel	328	304	129
voxel	329	304	129
voxel	327	305	129
voxel	328	305	129
voxel	329	305	129
voxel	326	304	130
voxel	327	304	130
voxel	328	304	130
voxel	326	305	130
voxel	327	305	130
voxel	328	305	130
voxel	326	304	131
voxel	327	304	131
voxel	328	304	131
voxel	326	305	131
voxel	327	305	131
voxel	328	305	131
voxel	326	304	132
voxel	327	304	132
voxel	326	305	132
voxel	327	305	132
voxel	325	304	133
voxel	326	304	133
voxel	325	305	133
voxel	326	305	133
voxel	327	305	133
voxel	325	304	134
voxel	326	304	134
voxel	325	305	134
voxel	326	305	134
voxel	326	306	134
voxel	325	304	135
voxel	324	305	135
voxel	325	305	135
voxel	326	305	135
voxel	324	306	135
voxel	325	306	135
voxel	326	306	135
voxel	324	304	136
voxel	324	305	136
voxel	325	305	136
voxel	324	306	136
voxel	325	306	136
voxel	323	305	137
voxel	324	305	137
voxel	325	305	137
voxel	323	306	137
voxel	324	306	137
voxel	325	306	137
voxel	323	305	138
voxel	324	305	138
voxel	323	306	138
voxel	324	306	138
voxel	322	305	139
voxel	323	305	139
voxel	324	305	139
voxel	322	306	139
voxel	323	306	139
voxel	324	306	139
voxel	322	305	140
voxel	323	305	140
voxel	322	306	140
voxel	323	306	140
voxel	322	305	141
voxel	321	306	141
voxel	322	306	141
voxel	323	306	141
voxel	321	305	142
voxel	322	305	142
voxel	321	306	142
voxel	322	306	142
voxel	323	306	142
voxel	322	307	142
voxel	320	305	143
voxel	321	305	143
voxel	320	306	143
voxel	321	306	143
voxel	322	306	143
voxel	320	307	143
voxel	321	307	143
voxel	320	305	144
voxel	321	305	144
voxel	320	306	144
voxel	321	306	144
voxel	320	307	144
voxel	321	307	144
voxel	319	306	145
voxel	320	306	145
voxel	321	306	145
voxel	319	307	145
voxel	320	307	145
voxel	321	307	145
voxel	319	306	146
voxel	320	306	146
voxel	321	306	146
voxel	319	307	146
voxel	320	307	146
voxel	321	307	146
voxel	319	306	147
voxel	320	306	147
voxel	318	307	147
voxel	319	307	147
voxel	320	307	147
voxel	318	306	148
voxel	319	306	148
voxel	320	306	148
voxel	318	307	148
voxel	319	307	148
voxel	320	307	148
voxel	318	306	149
voxel	319	306	149
voxel	318	307	149
voxel	319	307	149
voxel	318	306	150
voxel	319	306	150
voxel	317	307	150
voxel	318	307	150
voxel	319	307	150
voxel	317	306	151
voxel	318	306	151
voxel	317	307	151
voxel	318	307	151
voxel	319	307	151
voxel	317	306	152
voxel	318	306	152
voxel	317	307	152
voxel	318	307	152
voxel	317	306	153
voxel	318	306	153
voxel	316	307	153
voxel	317	307	153
voxel	318	307	153
voxel	316	306	154
voxel	317	306	154
voxel	316	307	154
voxel	317	307	154
voxel	316	306	155
voxel	317	306	155
voxel	315	307	155
voxel	316	307	155
voxel	317	307	155
voxel	315	306	156
voxel	316	306	156
voxel	315	307	156
voxel	316	307	156
voxel	315	306	157
voxel	314	307	157
voxel	315	307	157
voxel	316	307	157
voxel	316	308	157
voxel	314	306	158
voxel	315	306	158
voxel	314	307	158
voxel	315	307	158
voxel	316	307	158
voxel	314	306	159
voxel	313	307	159
voxel	314	307	159
voxel	315	307	159
voxel	313	306	160
voxel	314	306	160
voxel	313	307	160
voxel	314	307	160
voxel	315	307	160
voxel	313	306	161
voxel	314	306	161
voxel	313	307	161
voxel	314	307	161
voxel	312	306	162
voxel	313	306	162
voxel	312	307	162
voxel	313	307	162
voxel	314	307	162
voxel	312	306	163
voxel	313	306	163
voxel	312	307	163
voxel	313	307	163
voxel	312	306	164
voxel	312	307	164
voxel	313	307	164
voxel	311	306	165
voxel	312	306	165
voxel	311	307	165
voxel	312	307	165
voxel	313	307	165
voxel	311	306	166
voxel	312	306	166
voxel	311	307	166
voxel	312	307	166
voxel	310	306	167
voxel	311	306	167
voxel	310	307	167
voxel	311	307	167
voxel	311	308	167
voxel	310	306	168
voxel	310	307	168
voxel	311	307	168
voxel	309	306	169
voxel	310	306	169
voxel	309	307	169
voxel	310	307	169
voxel	308	306	170
voxel	309	306	170
voxel	310	306	170
voxel	308	307	170
voxel	309	307	170
voxel	310	307	170
voxel	308	306	171
voxel	309	306	171
voxel	308	307	171
voxel	309	307	171
voxel	307	306	172
voxel	308	306	172
voxel	309	306	172
voxel	307	307	172
voxel	308	307	172
voxel	309	307	172
voxel	307	306	173
voxel	308	306	173
voxel	307	307	173
voxel	308	307	173
voxel	306	306	174
voxel	307	306	174
voxel	308	306	174
voxel	306	307	174
voxel	307	307	174
voxel	308	307	174
voxel	306	306	175
voxel	307	306	175
voxel	306	307	175
voxel	307	307	175
voxel	306	306	176
voxel	307	306	176
voxel	306	307	176
voxel	307	307	176
voxel	305	306	177
voxel	306	306	177
voxel	305	307	177
voxel	306	307	177
voxel	304	306	178
voxel	305	306	178
voxel	306	306	178
voxel	305	307	178
voxel	306	307	178
voxel	304	306	179
voxel	305	306	179
voxel	304	307	179
voxel	305	307	179
voxel	306	307	179
voxel	304	306	180
voxel	305	306	180
voxel	304	307	180
voxel	305	307	180
voxel	304	306	181
voxel	305	306	181
voxel	304	307	181
voxel	305	307	181
voxel	303	306	182
voxel	304	306	182
voxel	305	306	182
voxel	303	307	182
voxel	304	307	182
voxel	305	307	182
voxel	303	306	183
voxel	304	306	183
voxel	303	307	183
voxel	304	307	183
voxel	303	306	184
voxel	304	306	184
voxel	303	307	184
voxel	304	307	184
voxel	303	306	185
voxel	304	306	185
voxel	303	307	185
voxel	304	307	185
voxel	302	306	186
voxel	303	306	186
voxel	302	307	186
voxel	303	307	186
voxel	302	306	187
voxel	303	306	187
voxel	302	307	187
voxel	303	307	187
voxel	302	306	188
voxel	303	306	188
voxel	302	307	188
voxel	303	307	188
voxel	302	306	189
voxel	303	306	189
voxel	302	307	189
voxel	303	307	189
voxel	301	307	190
voxel	302	307	190
voxel	303	307	190
voxel	301	307	191
voxel	302	307	191
voxel	303	307	191
voxel	301	307	192
voxel	302	307	192
voxel	301	307	193
voxel	302	307	193
voxel	301	307	194
voxel	302	307	194
voxel	302	308	194
voxel	301	307	195
voxel	302	307	195
voxel	302	308	195
voxel	301	307	196
voxel	302	307	196
voxel	301	308	196
voxel	302	308	196
voxel	300	307	197
voxel	301	307	197
voxel	300	308	197
voxel	301	308	197
voxel	300	308	198
voxel	301	308	198
voxel	300	308	199
voxel	301	308	199
voxel	300	308	200
voxel	301	308	200
voxel	300	308	201
voxel	301	308	201
voxel	300	308	202
voxel	301	308	202
voxel	299	308	203
voxel	300	308	203
voxel	299	308	204
voxel	300	308	204
voxel	300	309	204
voxel	299	308	205
voxel	300	308	205
voxel	300	309	205
voxel	299	308	206
voxel	300	308	206
voxel	299	309	206
voxel	300	309	206
voxel	299	309	207
voxel	300	309	207
voxel	299	309	208
voxel	300	309	208
voxel	299	309	209
voxel	300	309	209
voxel	298	309	210
voxel	299	309	210
voxel	298	309	211
voxel	299	309	211
voxel	298	309	212
voxel	299	309	212
voxel	298	309	213
voxel	299	309	213
voxel	298	309	214
voxel	299	309	214
voxel	298	310	215
voxel	299	310	215
voxel	298	310	216
voxel	299	310	216
voxel	298	310	217
voxel	299	310	217
voxel	298	311	217
voxel	298	310	218
voxel	299	310	218
voxel	298	311	218
voxel	297	310	219
voxel	298	310	219
voxel	299	310	219
voxel	298	311	219
voxel	297	310	220
voxel	298	310	220
voxel	298	311	220
voxel	297	310	221
voxel	298	310	221
voxel	297	311	221
voxel	298	311	221
voxel	297	311	222
voxel	298	311	222
voxel	297	311	223
voxel	298	311	223
voxel	296	311	224
voxel	297	311	224
voxel	296	311	225
voxel	297	311	225
voxel	296	311	226
voxel	297	311	226
voxel	296	311	227
voxel	297	311	227
voxel	295	311	228
voxel	296	311	228
voxel	297	311	228
voxel	295	311	229
voxel	296	311	229
voxel	296	312	229
voxel	295	311	230
voxel	296	311	230
voxel	296	312	230
voxel	295	311	231
voxel	296	311	231
voxel	296	312	231
voxel	295	311	232
voxel	296	311	232
voxel	295	312	232
voxel	295	312	233
voxel	294	312	234
voxel	295	312	234
voxel	294	312	235
voxel	295	312	235
voxel	294	312	236
voxel	295	312	236
voxel	293	312	237
voxel	294	312	237
voxel	295	312	237
voxel	293	312	238
voxel	294	312	238
voxel	293	312	239
voxel	294	312	239
voxel	293	312	240
voxel	294	312	240
voxel	292	312	241
voxel	292	312	242
voxel	292	312	243
voxel	293	312	244
area	4.984638980595403
angle	0.9804953027921413
volume	510
curve	1.1487240635630303
touch	true
logistic	1.0
voxel	388	226	116
voxel	386	227	117
voxel	387	227	117
voxel	388	227	117
voxel	385	228	118
voxel	386	228	118
voxel	387	228	118
voxel	384	228	119
voxel	383	229	120
voxel	384	229	120
voxel	382	230	121
voxel	383	230	121
voxel	384	230	121
voxel	381	230	122
voxel	381	231	122
voxel	382	231	122
voxel	383	231	122
voxel	380	231	123
voxel	381	231	123
voxel	382	231	123
voxel	379	232	124
voxel	380	232	124
voxel	381	232	124
voxel	379	232	125
voxel	380	232	125
voxel	378	233	125
voxel	379	233	125
voxel	380	233	125
voxel	381	233	125
voxel	377	233	126
voxel	378	233	126
voxel	379	233	126
voxel	380	233	126
voxel	377	233	127
voxel	377	234	127
voxel	378	234	127
voxel	379	234	127
voxel	376	234	128
voxel	377	234	128
voxel	376	235	128
voxel	377	235	128
voxel	378	235	128
voxel	375	235	129
voxel	376	235	129
voxel	377	235	129
voxel	374	235	130
voxel	375	235	130
voxel	374	236	130
voxel	375	236	130
voxel	376	236	130
voxel	374	235	131
voxel	373	236	131
voxel	374	236	131
voxel	375	236	131
voxel	373	236	132
voxel	372	237	132
voxel	373	237	132
voxel	374	237	132
voxel	372	236	133
voxel	371	237	133
voxel	372	237	133
voxel	373	237	133
voxel	371	236	134
voxel	371	237	134
voxel	372	237	134
voxel	370	238	134
voxel	371	238	134
voxel	372	238	134
voxel	373	238	134
voxel	370	237	135
voxel	371	237	135
voxel	369	238	135
voxel	370	238	135
voxel	371	238	135
voxel	372	238	135
voxel	370	237	136
voxel	369	238	136
voxel	370	238	136
voxel	371	238	136
voxel	369	239	136
voxel	370	239	136
voxel	371	239	136
voxel	369	237	137
voxel	368	238	137
voxel	369	238	137
voxel	370	238	137
voxel	368	239	137
voxel	369	239	137
voxel	370	239	137
voxel	368	238	138
voxel	369	238	138
voxel	368	239	138
voxel	369	239	138
voxel	370	239	138
voxel	367	238	139
voxel	368	238	139
voxel	367	239	139
voxel	368	239	139
voxel	369	239	139
voxel	367	240	139
voxel	366	240	139
voxel	368	240	139
voxel	369	240	139
voxel	366	239	140
voxel	367	239	140
voxel	368	239	140
voxel	366	240	140
voxel	367	240	140
voxel	368	240	140
voxel	366	239	141
voxel	367	239	141
voxel	365	240	141
voxel	366	240	141
voxel	367	240	141
voxel	368	240	141
voxel	365	240	142
voxel	366	240	142
voxel	367	240	142
voxel	365	241	142
voxel	364	241	142
voxel	366	241	142
voxel	367	241	142
voxel	364	240	143
voxel	365	240	143
voxel	364	241	143
voxel	365	241	143
voxel	366	241	143
voxel	363	241	144
voxel	364	241	144
voxel	365	241	144
voxel	363	242	144
voxel	364	242	144
voxel	365	242	144
voxel	366	242	144
voxel	363	241	145
voxel	364	241	145
voxel	362	242	145
voxel	363	242	145
voxel	364	242	145
voxel	365	242	145
voxel	362	241	146
voxel	361	242	146
voxel	362	242	146
voxel	363	242	146
voxel	364	242	146
voxel	362	243	146
voxel	361	243	146
voxel	363	243	146
voxel	364	243	146
voxel	360	242	147
voxel	361	242	147
voxel	362	242	147
voxel	360	243	147
voxel	361	243	147
voxel	362	243	147
voxel	363	243	147
voxel	360	242	148
voxel	361	242	148
voxel	359	243	148
voxel	360	243	148
voxel	361	243	148
voxel	362	243	148
voxel	360	244	148
voxel	359	244	148
voxel	361	244	148
voxel	362	244	148
voxel	359	243	149
voxel	360	243	149
voxel	358	244	149
voxel	359	244	149
voxel	360	244	149
voxel	361	244	149
voxel	358	243	150
voxel	359	243	150
voxel	358	244	150
voxel	359	244	150
voxel	360	244	150
voxel	358	245	150
voxel	357	245	150
voxel	359	245	150
voxel	360	245	150
voxel	357	244	151
voxel	358	244	151
voxel	359	244	151
voxel	357	245	151
voxel	358	245	151
voxel	359	245	151
voxel	360	245	151
voxel	358	246	151
voxel	357	246	151
voxel	357	244	152
voxel	356	245	152
voxel	357	245	152
voxel	358	245	152
voxel	356	246	152
voxel	357	246	152
voxel	358	246	152
voxel	356	244	153
voxel	355	245	153
voxel	356	245	153
voxel	357	245	153
voxel	358	245	153
voxel	356	246	153
voxel	355	246	153
voxel	357	246	153
voxel	358	246	153
voxel	356	247	153
voxel	355	247	153
voxel	355	245	154
voxel	356	245	154
voxel	355	246	154
voxel	356	246	154
voxel	357	246	154
voxel	355	247	154
voxel	356	247	154
voxel	357	247	154
voxel	355	245	155
voxel	354	246	155
voxel	355	246	155
voxel	356	246	155
voxel	354	247	155
voxel	355	247	155
voxel	356	247	155
voxel	354	248	155
voxel	354	246	156
